1220,The best humidifier for a bedroom,"This humidifier is awesome.  I set it to keep a certain humidity level, no night light, and sleep mode.  It tells me when I need to clean it, and when it is out of water (you can turn those off).  Quite easy to clean too.  The water will last one to a few days depending on the humidity level you have it set to, the runtime, how the humidity is in the house overall, etc.  In the winter, it goes at least three days before I need to fill it.  In the summer, it goes between 1-2 days depending on if we have some thunderstorms or not.  I never hear it at night when I am trying to sleep.  The only time I know it is running is when I see it coming out of the nozzle."
1221,No Complaints,"Great, super easy to clean and quiet. No complaints so far."
1222,Lasted 2 months,"used it on and off for two months and the fan stopped working. Support phones tell you they are understaffed and ask you to email customer support. Customer support wants videos of defects and what not instead of just honoring the warranty.
The Humidifier sensor is bad quality and gets stuck on 90% regularly so the app it comes with is pretty much useless. You are better off just getting something cheap with less parts or something better quality all together if automation is what you are looking for."
1223,Just Too Small,"I live in the desert and need to run these units all day to maintain a humidity level of 45% in my bedroom and living area. They're just too small - I have to refill them three times a day. Easy to refill and clean; the interface with my phone is great, but the oil infusing pad is worthless - cannot smell the lemon grass oil I soaked the pads in. These would be fine in small areas (information said 500 sq ft...if you want to refill them 2-3x a day!)"
1224,Great for indoor grow tents!,Lasts forever. The app is great especially for keeping an eye on my plants humidity when I¡¯m not home. I love how it automatically maintains the humidity I set it at. Great for indoor grow tents!
1225,The Buttons are Finicky but Works,When I recieved the item I thought it didn't work. You have to press the buttons gently and they work like touch screen there is no actual pressing of hardware. The thing works great and the low setting is powerful. If you have it on high it'll mistify a 10x10 area within an hour easy (if it's no being vented)
1226,Top fill is so convenient.,"Top fill humidifier is a game changer. I have other two humidifiers are both bottom fill, which always splash water when putting back the water tank. 6L water tank and top fill is perfect for me."
1227,Happy Customer,I really love this brand. I already have 2 air purifiers and recently added this humidifier. I have bad allergies. I immediately can feel the difference in my house. I¡¯m really glad I picked this one. I love the automation features. It puts off way more than I expected.  The different level settings are great and so is the 360 option. LEVOIT did a great job on this one. Happy customer.
1228,Update;,"Update: 10/05/21:
My plants are not in heaven anymore. Humidifier has malfunctioned. It stopped pumping out humidity. Now it¡¯s garbage.

Original review 05/11/21;
 I absolutely LOVE this humidifier! I can control it using my phone or my Alexa products. If you do not have a smartphone, or are not tech savvy I don¡¯t recommend it. You can only adjust the settings through the app!  Otherwise, I 100% recommend this humidifier!"
1229,Levoit Humidifier,"This humidifier is amazing. So quiet, no noise at all. Very effective, my allergies stopped bothering me at night and my snoring got better."
1230,The best humidifier we found!,It's not noisy. Awesome settings like night mode. Easy maintenance. Rec for sure if you need some humidity in your life.
1231,Best humidifier I¡¯ve purchased,I¡¯ve purchased quite a few humidifiers over the years. And can easily say this was the best one I¡¯ve used so far. Defnitely worth the price. App works great too.
1232,,Love it! Only con is that I can not get Alexa to turn it on - she will only turn it off
1233,Great piece I'm of equipment,This is amazing. It connects to my phone and lets me know when it's time for a cleaning. Easy to set up. The light is not too bright and can turn off the display for dark room. It reads the moisture in the air so you don't waste water or get too much water building up on your windows.
